,flags,utterance,category,intent,response
293,BILC,"[""i've"", 'got', 'user', 'account', 'register']",ACCOUNT,create_account,response for create_account
294,BIL,"['create', 'two', 'account', 'single', 'email', 'address']",ACCOUNT,create_account,response for create_account
295,BILQC,"['user', 'account']",ACCOUNT,create_account,response for create_account
296,BILC,"[""i've"", 'got', 'account', 'open', 'one']",ACCOUNT,create_account,response for create_account
297,BIC,"['got', 'account']",ACCOUNT,create_account,response for create_account
298,BLQC,"['need', 'user', 'account', 'help', 'open', 'one']",ACCOUNT,create_account,response for create_account
299,BIQWC,"['fucking', 'account', 'create', 'one']",ACCOUNT,create_account,response for create_account
300,BL,"['want', 'know', 'register', 'several', 'account', 'single', 'email', 'address']",ACCOUNT,create_account,response for create_account
301,BIL,"['create', 'two', 'user', 'account', 'email', 'address']",ACCOUNT,create_account,response for create_account
302,BILC,"['user', 'account', 'create', 'one']",ACCOUNT,create_account,response for create_account
303,BIMLQ,"['several', 'profile']",ACCOUNT,create_account,response for create_account
304,BILQCZ,"['wannaopen', 'account']",ACCOUNT,create_account,response for create_account
305,BILCZ,"['want', 'create', 'online', 'accountg', 'help']",ACCOUNT,create_account,response for create_account
306,BLQZ,"['want', 'know', 'create', 'two', 'user', 'account', 'email']",ACCOUNT,create_account,response for create_account
307,BILC,"[""i've"", 'got', 'online', 'account', 'create', 'one']",ACCOUNT,create_account,response for create_account
308,BIPLQD,"['please', 'could', 'u', 'ask', 'agent', 'register']",ACCOUNT,create_account,response for create_account
309,BIML,"['create', 'one', 'profile', 'email', 'address']",ACCOUNT,create_account,response for create_account
310,BL,"['want', 'online', 'account']",ACCOUNT,create_account,response for create_account
311,BILQ,"['create', 'user', 'account']",ACCOUNT,create_account,response for create_account
312,BLQ,"['wanna', 'create', 'online', 'account']",ACCOUNT,create_account,response for create_account
313,BILC,"[""i've"", 'got', 'online', 'account', 'open', 'one']",ACCOUNT,create_account,response for create_account
314,BILEQCZ,"['dont', 'user', 'account', 'create', 'one']",ACCOUNT,create_account,response for create_account
315,BIMLQ,"['tell', 'create', 'one', 'account', 'single', 'email']",ACCOUNT,create_account,response for create_account
316,BMLZ,"['tell', 'register', 'one', 'profile', 'single', 'email', 'address']",ACCOUNT,create_account,response for create_account
317,BIMLQ,"['tell', 'register', 'one', 'user', 'account', 'email']",ACCOUNT,create_account,response for create_account
318,BIML,"['create', 'one', 'online', 'account', 'single', 'email']",ACCOUNT,create_account,response for create_account
319,BILC,"['got', 'profile', 'create', 'one']",ACCOUNT,create_account,response for create_account
320,BPLQWZ,"['wanna', 'know', 'could', 'register', 'two', 'fucking', 'online', 'account', 'single', 'email', 'please']",ACCOUNT,create_account,response for create_account
321,BILQCZ,"['want', 'online', 'zccount', 'open', 'one']",ACCOUNT,create_account,response for create_account
322,BSQC,"['account', 'need', 'help', 'creating', 'one']",ACCOUNT,create_account,response for create_account
323,BLEQC,"['dont', 'profile', 'wanna', 'create', 'one']",ACCOUNT,create_account,response for create_account
324,BIL,"['register', 'two', 'account', 'single', 'email']",ACCOUNT,create_account,response for create_account
325,BPLQ,"['please', 'wanna', 'know', 'register', 'two', 'online', 'account', 'single', 'email']",ACCOUNT,create_account,response for create_account
326,BIQCZ,"['account', 'create', 'one']",ACCOUNT,create_account,response for create_account
327,BIPLQW,"['tell', 'register', 'several', 'fucking', 'profile', 'single', 'email', 'please']",ACCOUNT,create_account,response for create_account
328,BILCZ,"['needx', 'account', 'open', 'one']",ACCOUNT,create_account,response for create_account
329,BIPLQWC,"['fucking', 'user', 'account', 'could', 'u', 'help']",ACCOUNT,create_account,response for create_account
330,BILC,"['account', 'open', 'one']",ACCOUNT,create_account,response for create_account
331,BSLQC,"['online', 'account', 'need', 'help', 'creating', 'one']",ACCOUNT,create_account,response for create_account
332,BPLEC,"['got', 'account', 'would', 'like', 'register', 'please']",ACCOUNT,create_account,response for create_account
333,BI,"['register', 'two', 'account', 'email']",ACCOUNT,create_account,response for create_account
334,BIL,"['register', 'several', 'account', 'email', 'address']",ACCOUNT,create_account,response for create_account
335,BL,"['want', 'user', 'account']",ACCOUNT,create_account,response for create_account
336,BSLC,"['online', 'account', 'need', 'help', 'registering']",ACCOUNT,create_account,response for create_account
337,BILQZ,"['ell', 'register', 'two', 'user', 'account', 'email']",ACCOUNT,create_account,response for create_account
338,BILC,"['user', 'account']",ACCOUNT,create_account,response for create_account
339,BIMLQ,"['tell', 'register', 'one', 'profile', 'email']",ACCOUNT,create_account,response for create_account
340,BIL,"['create', 'two', 'account', 'single', 'email']",ACCOUNT,create_account,response for create_account
341,BIQC,"['want', 'account']",ACCOUNT,create_account,response for create_account
342,BLC,"['user', 'account', 'want', 'register']",ACCOUNT,create_account,response for create_account
343,BLQ,"['want', 'create', 'online', 'account']",ACCOUNT,create_account,response for create_account
344,BLC,"[""i've"", 'got', 'online', 'account', 'help', 'open', 'one']",ACCOUNT,create_account,response for create_account
345,BILC,"['want', 'account', 'open', 'one']",ACCOUNT,create_account,response for create_account
346,BILC,"['got', 'profile']",ACCOUNT,create_account,response for create_account
347,BIQC,"['want', 'account', 'create', 'one']",ACCOUNT,create_account,response for create_account
348,BML,"['want', 'know', 'create', 'one', 'user', 'account', 'single', 'email', 'address']",ACCOUNT,create_account,response for create_account
349,BILEWC,"['fucking', 'user', 'account', 'create', 'one']",ACCOUNT,create_account,response for create_account
350,BLC,"['got', 'account', 'want', 'open', 'one']",ACCOUNT,create_account,response for create_account
351,BPLQWCZ,"['ive', 'got', 'fucking', 'online', 'account', 'open', 'one', 'please']",ACCOUNT,create_account,response for create_account
352,BILQ,"['create', 'several', 'user', 'account', 'single', 'email']",ACCOUNT,create_account,response for create_account
353,BILC,"['got', 'online', 'account', 'register']",ACCOUNT,create_account,response for create_account
354,BILQCZ,"['want', 'user', 'account', 'u', 'help']",ACCOUNT,create_account,response for create_account
355,BIC,"['want', 'account', 'create', 'one']",ACCOUNT,create_account,response for create_account
356,BILQZ,"['tell', 'create', 'two', 'user', 'account', 'single', 'email']",ACCOUNT,create_account,response for create_account
357,BILQ,"['register', 'several', 'profile', 'email']",ACCOUNT,create_account,response for create_account
358,BILQ,"['create', 'several', 'user', 'account', 'email']",ACCOUNT,create_account,response for create_account
359,BILEQC,"['dont', 'profile']",ACCOUNT,create_account,response for create_account
360,BPLQ,"['want', 'know', 'could', 'register', 'several', 'user', 'account', 'email', 'please']",ACCOUNT,create_account,response for create_account
361,BIPLZ,"['could', 'tell', 'could', 'register', 'several', 'profile', 'single', 'email', 'address', 'please']",ACCOUNT,create_account,response for create_account
362,BILC,"['got', 'account', 'open', 'one']",ACCOUNT,create_account,response for create_account
363,BILQ,"['tell', 'create', 'several', 'profile', 'single', 'email']",ACCOUNT,create_account,response for create_account
364,BILC,"['want', 'user', 'account']",ACCOUNT,create_account,response for create_account
365,BIMQ,"['register', 'one', 'account', 'email']",ACCOUNT,create_account,response for create_account
366,BILCZ,"['got', 'account', 'open', 'one']",ACCOUNT,create_account,response for create_account
367,BIMLZ,"['oyuy', 'tell', 'register', 'one', 'online', 'account', 'email', 'address']",ACCOUNT,create_account,response for create_account
368,BLQC,"['online', 'account', 'want', 'register']",ACCOUNT,create_account,response for create_account
369,BILC,"['online', 'account', 'create', 'one']",ACCOUNT,create_account,response for create_account
370,BILC,"['need', 'profile', 'create', 'one']",ACCOUNT,create_account,response for create_account
371,BLZ,"['want', 'open', 'online', 'account']",ACCOUNT,create_account,response for create_account
372,BILQC,"['wanna', 'open', 'user', 'account']",ACCOUNT,create_account,response for create_account
373,BIPLDW,"['ask', 'agent', 'open', 'fucking', 'user', 'account', 'please']",ACCOUNT,create_account,response for create_account
374,BPLQC,"['need', 'user', 'account', 'create', 'one', 'please']",ACCOUNT,create_account,response for create_account
375,BLQC,"['ive', 'got', 'user', 'account', 'help', 'open', 'one']",ACCOUNT,create_account,response for create_account
376,BILWC,"[""i've"", 'got', 'fucking', 'user', 'account', 'register']",ACCOUNT,create_account,response for create_account
377,BILQD,"['u', 'ask', 'agent', 'create', 'profile']",ACCOUNT,create_account,response for create_account
378,BIMLQZ,"['tell', 'rceate', 'one', 'account', 'single', 'email', 'address']",ACCOUNT,create_account,response for create_account
379,BPLQ,"['want', 'know', 'could', 'register', 'several', 'online', 'account', 'single', 'email', 'please']",ACCOUNT,create_account,response for create_account
380,BMLQ,"['want', 'know', 'create', 'one', 'user', 'account', 'single', 'email']",ACCOUNT,create_account,response for create_account
381,BML,"['want', 'know', 'several', 'user', 'account']",ACCOUNT,create_account,response for create_account
382,BILQ,"['create', 'several', 'account', 'email']",ACCOUNT,create_account,response for create_account
383,BILC,"['account', 'open', 'one']",ACCOUNT,create_account,response for create_account
384,BIML,"['create', 'one', 'account', 'email', 'address']",ACCOUNT,create_account,response for create_account
385,BILQC,"['want', 'create', 'online', 'account', 'u', 'help']",ACCOUNT,create_account,response for create_account
386,BIC,"['got', 'account', 'create', 'one']",ACCOUNT,create_account,response for create_account
387,BILC,"['user', 'account', 'open', 'one']",ACCOUNT,create_account,response for create_account
388,BLQ,"['want', 'know', 'one', 'profile']",ACCOUNT,create_account,response for create_account
389,BMLW,"['tell', 'create', 'one', 'fucking', 'user', 'account', 'single', 'email', 'address']",ACCOUNT,create_account,response for create_account
390,BIC,"['need', 'account', 'create', 'one']",ACCOUNT,create_account,response for create_account
391,BIPLEC,"['would', 'like', 'online', 'account', 'create', 'one', 'please']",ACCOUNT,create_account,response for create_account
392,BILC,"['account', 'open', 'one']",ACCOUNT,create_account,response for create_account
393,BMLQZ,"['wanna', 'know', 'register', 'one', 'user', 'account', 'siingle', 'email']",ACCOUNT,create_account,response for create_account
394,BIL,"['open', 'account']",ACCOUNT,create_account,response for create_account
395,BILQC,"['want', 'register', 'u', 'help']",ACCOUNT,create_account,response for create_account
396,BILQC,"['online', 'account', 'create', 'one']",ACCOUNT,create_account,response for create_account
397,BLEW,"['fucking', 'profile']",ACCOUNT,create_account,response for create_account
398,BILQDZ,"['u', 'ask', 'agent', 'open', 'user', 'account']",ACCOUNT,create_account,response for create_account
399,BLC,"['want', 'online', 'account', 'help', 'open', 'one']",ACCOUNT,create_account,response for create_account
400,BILQCZ,"['hjave', 'online', 'account', 'open', 'one']",ACCOUNT,create_account,response for create_account
401,BSLQ,"['need', 'help', 'creating', 'user', 'account']",ACCOUNT,create_account,response for create_account
402,BILQC,"['ive', 'got', 'account', 'register']",ACCOUNT,create_account,response for create_account
